"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004969","Stanborough","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","42","35.574","47.7488","32.3522","51.3402","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004944","St Nicholas","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","41.2698","36.1583","46.9583","33.2651","50.1476","<div class=""no-data"">-</div>","315","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004862","Grovehill","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","41.2698","36.7069","47.562","33.7896","50.7568","<div class=""no-data"">-</div>","315","","Cannot be calculated","Worse","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004992","Hatfield South","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.6825","33.7119","44.4022","30.8919","47.606","<div class=""no-data"">-</div>","315","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004860","Woodhall Farm","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.5349","34.1274","47.1376","30.7406","51.0006","<div class=""no-data"">-</div>","215","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004870","Hemel Hempstead Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.2857","34.44","43.7509","31.9476","46.5345","<div class=""no-data"">-</div>","420","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004953","Shephall","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.2157","33.8019","45.7222","30.6832","49.2827","<div class=""no-data"">-</div>","255","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004863","Highfield","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.1892","34.0182","43.9294","31.3833","46.8977","<div class=""no-data"">-</div>","370","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004986","Peartree","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","39.1304","33.4672","43.6653","30.7715","46.7281","<div class=""no-data"">-</div>","345","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004978","Holywell","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","38.8235","34.5382","43.7755","32.0628","46.5357","<div class=""no-data"">-</div>","425","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004850","Cheshunt Coopers Walk","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","38.6364","32.1694","44.9443","28.8913","48.7941","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004973","North Watford","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","38.5965","33.1319","44.3644","30.1928","47.7396","<div class=""no-data"">-</div>","285","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004843","Hoddesdon Ware Road","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.7778","31.421","44.0005","28.2084","47.8139","<div class=""no-data"">-</div>","225","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004868","Maylands & Adeyfield","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.7049","32.5439","43.3281","29.7242","46.5828","<div class=""no-data"">-</div>","305","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004851","Rosedale","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.5","31.395","44.684","28.0219","48.7057","<div class=""no-data"">-</div>","200","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004875","Nash Mills & Bennetts End","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.5","32.7389","42.1892","30.2379","45.0405","<div class=""no-data"">-</div>","400","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004963","Oxhey Hall & Hayling","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.2881","31.8661","42.8679","29.0087","46.2019","<div class=""no-data"">-</div>","295","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004967","South Oxhey","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","37.0968","31.5006","42.204","28.7213","45.456","<div class=""no-data"">-</div>","310","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004901","Borehamwood Cowley Hill","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.8421","32.234","41.9068","29.6871","44.8336","<div class=""no-data"">-</div>","380","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004898","Potters Bar Oakmere","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.7347","30.4292","42.3535","27.3921","45.9986","<div class=""no-data"">-</div>","245","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004984","Panshanger","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.6667","30.6237","45.9756","26.8216","50.6149","<div class=""no-data"">-</div>","150","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004847","Wormley & Turnford","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.5854","32.1409","41.4067","29.6943","44.2115","<div class=""no-data"">-</div>","410","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004853","Churchgate","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.5385","29.9499","41.4616","27.0185","44.994","<div class=""no-data"">-</div>","260","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004990","Hatfield East","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","36.3636","30.1488","42.7209","26.9733","46.5682","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004945","Woodfield & Old Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.8974","31.7099","41.2383","29.2066","44.1301","<div class=""no-data"">-</div>","390","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02007089","Great Ashby & Wymondley","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.8491","29.5983","41.0164","26.6967","44.5289","<div class=""no-data"">-</div>","265","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004971","Leggatts","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.5263","30.2939","39.8237","27.8142","42.7401","<div class=""no-data"">-</div>","380","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004906","Borehamwood Hillside","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.5263","30.5456","40.0916","28.0577","43.0087","<div class=""no-data"">-</div>","380","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004848","Flamstead End","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.4839","30.9815","41.6162","28.2289","44.8582","<div class=""no-data"">-</div>","310","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004941","London Colney","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.3846","30.5791","40.9668","27.8925","44.1418","<div class=""no-data"">-</div>","325","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004866","Warners End","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.1852","29.8477","41.1977","26.9555","44.6833","<div class=""no-data"">-</div>","270","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004845","Hoddesdon Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35.1351","29.4696","43.1391","26.0735","47.3347","<div class=""no-data"">-</div>","185","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004968","Woodside & Leavesden Green","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35","29.1888","39.874","26.4628","43.1705","<div class=""no-data"">-</div>","300","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004948","Symonds Green","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35","29.3515","42.5477","26.0622","46.6062","<div class=""no-data"">-</div>","200","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004844","Rye Park","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","35","29.1986","42.3479","25.9244","46.3972","<div class=""no-data"">-</div>","200","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004904","Borehamwood Kenilworth","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","34.8837","28.2549","40.8137","25.1379","44.7135","<div class=""no-data"">-</div>","215","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004950","Chells South","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","34.4262","29.7401","40.3411","27.0214","43.5993","<div class=""no-data"">-</div>","305","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004915","Letchworth Wilbury","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","34.2857","28.8971","42.988","25.4304","47.329","<div class=""no-data"">-</div>","175","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004955","Broadwater & Bragbury End","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","34.2105","27.991","41.414","24.6978","45.5867","<div class=""no-data"">-</div>","190","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004939","The Camp & Cunningham","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","34.0426","28.2843","40.3142","25.2812","44.0502","<div class=""no-data"">-</div>","235","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004911","Letchworth Grange","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.9623","29.1106","40.5343","26.2197","44.0609","<div class=""no-data"">-</div>","265","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004940","Cottonmill & Sopwell","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.9623","29.1106","40.5343","26.2197","44.0609","<div class=""no-data"">-</div>","265","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004991","Hatfield Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.9286","29.096","40.1178","26.2958","43.5206","<div class=""no-data"">-</div>","280","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004849","Goffs Oak","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.3333","26.8623","39.4679","23.7787","43.4269","<div class=""no-data"">-</div>","210","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004965","Carpenders Park","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.3333","28.204","40.47","25.1519","44.2813","<div class=""no-data"">-</div>","225","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004902","Borehamwood Brookmeadow","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","33.3333","28.9719","39.6586","26.2504","42.9603","<div class=""no-data"">-</div>","300","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004889","Ware East","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.8571","27.4408","37.1501","24.9727","40.1773","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004989","Hatfield North & West","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.8571","28.8601","38.739","26.3253","41.791","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004949","Pin Green","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.7586","26.9616","37.6452","24.2874","40.9938","<div class=""no-data"">-</div>","290","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004956","Abbots Langley","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.7273","27.5885","38.5846","24.8303","42.0166","<div class=""no-data"">-</div>","275","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004983","Haldens","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.6087","26.8792","38.9095","23.9167","42.6873","<div class=""no-data"">-</div>","230","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004970","Garston","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.5","28.4995","37.6601","26.1372","40.4929","<div class=""no-data"">-</div>","400","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004976","Central Watford","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.4324","27.7615","37.2773","25.3311","40.2364","<div class=""no-data"">-</div>","370","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004907","Bushey Central","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.3077","27.9507","38.0936","25.3744","41.2476","<div class=""no-data"">-</div>","325","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004880","Bishop's Stortford West & Braughing","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32.3077","28.0395","38.2056","25.456","41.3651","<div class=""no-data"">-</div>","325","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004897","Potters Bar Furzefield","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","32","26.7489","38.3084","23.8905","41.9413","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004979","Oxhey","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.8182","24.9392","36.981","22.0343","40.8247","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02007093","Datchworth, Walkern & Cottered","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.8182","26.0206","38.2399","23.0445","42.1047","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004987","Hall Grove","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.6667","26.0344","36.4461","23.4418","39.7306","<div class=""no-data"">-</div>","300","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004883","Puckeridge & Thundridge","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.579","25.5979","38.6589","22.4634","42.8057","<div class=""no-data"">-</div>","190","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004917","Letchworth South East","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.579","25.7371","38.8495","22.5872","43.0074","<div class=""no-data"">-</div>","190","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004962","Rickmansworth West","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.4815","25.5392","36.4826","22.8451","39.9522","<div class=""no-data"">-</div>","270","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004865","Gadebridge & Old Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.4286","26.381","40.2558","23.0528","44.6273","<div class=""no-data"">-</div>","175","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004903","Bushey North","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.3726","25.4163","36.6297","22.6685","40.1902","<div class=""no-data"">-</div>","255","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004899","Shenley & South Mimms","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.25","24.9894","39.2187","21.6469","43.759","<div class=""no-data"">-</div>","160","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004896","Potters Bar Parkfield","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.25","23.8518","37.9297","20.5874","42.4732","<div class=""no-data"">-</div>","160","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004974","Nascot Wood","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","31.0345","26.1732","36.8204","23.5263","40.1773","<div class=""no-data"">-</div>","290","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004872","Leverstock Green","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.9091","25.7417","36.6025","23.0598","40.0398","<div class=""no-data"">-</div>","275","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004846","Broxbourne Town","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.7692","24.6781","40.4661","21.0537","45.5062","<div class=""no-data"">-</div>","130","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004952","Poplars","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.4348","25.484","37.4217","22.5831","41.2139","<div class=""no-data"">-</div>","230","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02007092","Welham Green","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.303","24.6053","38.5184","21.3404","42.9756","<div class=""no-data"">-</div>","165","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004988","Hollybush","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.303","25.8806","35.7779","23.4036","38.8994","<div class=""no-data"">-</div>","330","","Cannot be calculated","Better","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004878","Buntingford & Great Hormead","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30.1587","25.3545","35.441","22.8484","38.6367","<div class=""no-data"">-</div>","315","","Cannot be calculated","Better","Similar","20220000","","","3y"
"93108","Year 6 prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004959","Rickmansworth North & Loudwater","Middle Super Output Area","Persons","10-11 yrs","","","2022/23 - 24/25","30","21.2366","38.8962","17.4936","44.7356","<div class=""no-data"">-</div>","100","","Cannot be calculated","Similar","Similar","20220000","","","3y"
