"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004942","How Wood & Park Street","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","24.3243","19.0839","31.4011","16.3513","35.5791","<div class=""no-data"">-</div>","185","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004984","Panshanger","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","24.2424","17.5801","30.3248","14.85","34.7392","<div class=""no-data"">-</div>","165","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004901","Borehamwood Cowley Hill","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.75","19.8418","28.1576","17.8352","30.889","<div class=""no-data"">-</div>","400","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004992","Hatfield South","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.7288","19.366","29.0913","17.0944","32.3353","<div class=""no-data"">-</div>","295","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004902","Borehamwood Brookmeadow","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.7288","18.8548","28.4507","16.6238","31.6661","<div class=""no-data"">-</div>","295","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004874","Corner Hall","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.6842","17.1654","28.9446","14.6144","33.0295","<div class=""no-data"">-</div>","190","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004906","Borehamwood Hillside","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.5294","19.5255","27.5412","17.5873","30.1747","<div class=""no-data"">-</div>","425","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004875","Nash Mills & Bennetts End","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.4568","19.3616","27.5616","17.3898","30.2642","<div class=""no-data"">-</div>","405","","Cannot be calculated","Similar","Worse","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004994","Brookmans Park","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.3333","16.0061","29.0991","13.3116","33.7453","<div class=""no-data"">-</div>","150","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004945","Woodfield & Old Town","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.0769","19.2206","27.5773","17.2206","30.3392","<div class=""no-data"">-</div>","390","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004927","Wheathampstead","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.0769","16.9825","28.659","14.4573","32.7162","<div class=""no-data"">-</div>","195","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004883","Puckeridge & Thundridge","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","23.0769","17.3516","29.0702","14.8016","33.1226","<div class=""no-data"">-</div>","195","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004887","Watton-at-Stone, Bramfield & Bayford","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.8571","17.7656","30.2331","15.0711","34.5359","<div class=""no-data"">-</div>","175","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004871","Chaulden","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.8571","18.1672","30.6766","15.4457","34.9719","<div class=""no-data"">-</div>","175","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004868","Maylands & Adeyfield","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.7848","18.7847","27.0375","16.8162","29.7742","<div class=""no-data"">-</div>","395","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004904","Borehamwood Kenilworth","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.7273","17.6855","28.7051","15.2394","32.4843","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004991","Hatfield Town","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.5807","17.6879","26.8701","15.5716","29.9767","<div class=""no-data"">-</div>","310","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004872","Leverstock Green","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.449","16.9361","27.205","14.6512","30.7425","<div class=""no-data"">-</div>","245","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004895","Hertford Heath & Stanstead St Margarets","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.449","17.1604","27.4262","14.8671","30.9524","<div class=""no-data"">-</div>","245","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004899","Shenley & South Mimms","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22.2222","16.2818","30.3718","13.422","35.3677","<div class=""no-data"">-</div>","135","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004866","Warners End","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22","17.7447","28.0712","15.4179","31.5942","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004953","Shephall","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22","17.3815","27.6433","15.0803","31.1583","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004844","Rye Park","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22","16.6572","26.7856","14.408","30.2835","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004892","Hertford West","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22","16.4541","26.4794","14.2308","29.9481","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004853","Churchgate","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","22","17.9604","28.2807","15.6266","31.7922","<div class=""no-data"">-</div>","250","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004944","St Nicholas","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.875","17.1775","26.1383","15.1185","29.1821","<div class=""no-data"">-</div>","320","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004897","Potters Bar Furzefield","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.875","15.9647","28.5607","13.3478","33.0234","<div class=""no-data"">-</div>","160","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004877","Kings Langley","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.875","17.2684","30.2419","14.5185","34.7589","<div class=""no-data"">-</div>","160","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004863","Highfield","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.875","17.98","27.0549","15.8746","30.1123","<div class=""no-data"">-</div>","320","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004847","Wormley & Turnford","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.7949","17.8896","26.0273","15.9665","28.7476","<div class=""no-data"">-</div>","390","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004852","Cheshunt Central","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.6667","17.4383","26.7569","15.3049","29.9227","<div class=""no-data"">-</div>","300","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004981","Welwyn & Hatfield Garden Village","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.5686","17.1784","27.2323","14.9217","30.6794","<div class=""no-data"">-</div>","255","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004970","Garston","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.5385","17.6414","26.5742","15.5732","29.5914","<div class=""no-data"">-</div>","325","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004888","Sawbridgeworth","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.4286","16.8255","26.405","14.6663","29.6912","<div class=""no-data"">-</div>","280","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004957","Leavesden & Garston Manor","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.4286","17.0279","25.5599","15.0533","28.451","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004893","Hertford Foxholes","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.4286","16.843","27.9759","14.4147","31.8389","<div class=""no-data"">-</div>","210","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004940","Cottonmill & Sopwell","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.4286","17.7398","27.4592","15.5227","30.7603","<div class=""no-data"">-</div>","280","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004848","Flamstead End","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.2766","16.4559","26.84","14.171","30.443","<div class=""no-data"">-</div>","235","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004967","South Oxhey","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.0526","17.4199","26.994","15.2404","30.2543","<div class=""no-data"">-</div>","285","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004982","Knightsfield","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","21.0526","15.0133","26.3893","12.6371","30.4502","<div class=""no-data"">-</div>","190","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004923","Knebworth, Codicote & Kimpton","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.9677","16.1128","24.9969","14.1031","28.052","<div class=""no-data"">-</div>","310","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004911","Letchworth Grange","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.9302","15.4657","26.1214","13.1802","29.8786","<div class=""no-data"">-</div>","215","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004912","Baldock","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.7547","16.8577","26.6517","14.6592","30.0162","<div class=""no-data"">-</div>","265","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004914","Letchworth East","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.6897","16.6206","25.9162","14.5194","29.1051","<div class=""no-data"">-</div>","290","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004915","Letchworth Wilbury","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.5882","16.0289","28.2391","13.4678","32.5525","<div class=""no-data"">-</div>","170","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004846","Broxbourne Town","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.5128","14.5396","25.6137","12.2354","29.588","<div class=""no-data"">-</div>","195","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02007088","Ashwell, Weston & Barley","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.5128","16.3481","27.8286","13.886","31.8484","<div class=""no-data"">-</div>","195","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004955","Broadwater & Bragbury End","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.4546","14.847","25.2892","12.6256","28.9992","<div class=""no-data"">-</div>","220","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004855","Waltham Cross Town","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.3125","16.5002","25.3176","14.4895","28.333","<div class=""no-data"">-</div>","320","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004878","Buntingford & Great Hormead","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20.2899","15.8559","24.2316","13.9465","27.1055","<div class=""no-data"">-</div>","345","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004889","Ware East","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","16.454","24.8794","14.5167","27.7507","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004979","Oxhey","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","15.2273","25.6015","12.9988","29.2639","<div class=""no-data"">-</div>","225","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004973","North Watford","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","16.7158","25.1844","14.7626","28.0626","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004946","Martins Wood","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","14.5092","24.7501","12.3362","28.4012","<div class=""no-data"">-</div>","225","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004988","Hollybush","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","16.1478","25.6961","14.0194","28.9995","<div class=""no-data"">-</div>","275","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004843","Hoddesdon Ware Road","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","14.7568","25.7906","12.4471","29.7354","<div class=""no-data"">-</div>","200","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004995","Cuffley & Northaw","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","13.2555","26.9811","10.6676","32.1045","<div class=""no-data"">-</div>","125","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004943","Bricket Wood & Chiswell Green","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","14.4435","24.645","12.28","28.2846","<div class=""no-data"">-</div>","225","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004951","Bedwell","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","20","16.1452","24.5062","14.2294","27.3642","<div class=""no-data"">-</div>","350","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004870","Hemel Hempstead Town","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.7802","16.3797","23.6868","14.6565","26.1464","<div class=""no-data"">-</div>","455","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004968","Woodside & Leavesden Green","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.6429","15.148","24.3941","13.1106","27.6275","<div class=""no-data"">-</div>","280","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004962","Rickmansworth West","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.6078","15.2012","24.9166","13.0823","28.3276","<div class=""no-data"">-</div>","255","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004939","The Camp & Cunningham","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.5122","13.9527","24.6476","11.7381","28.5112","<div class=""no-data"">-</div>","205","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004948","Symonds Green","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.5122","15.6079","26.6558","13.2524","30.5546","<div class=""no-data"">-</div>","205","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004886","Much Hadham & Hunsdon","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.5122","14.3843","25.1829","12.1307","29.0595","<div class=""no-data"">-</div>","205","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004859","Tring East, Wigginton & Aldbury","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.3548","13.3546","25.5783","10.9567","30.0945","<div class=""no-data"">-</div>","155","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004856","Markyate, Flamstead & Gaddesden","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.3548","14.6573","27.3224","12.1107","31.9064","<div class=""no-data"">-</div>","155","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004905","Elstree & Aldenham","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.3548","13.5338","25.8955","11.1048","30.4515","<div class=""no-data"">-</div>","155","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004978","Holywell","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.2771","15.6935","23.2384","13.9427","25.8064","<div class=""no-data"">-</div>","415","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004919","Hitchin Walsworth","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.2308","15.1863","24.7778","13.0888","28.142","<div class=""no-data"">-</div>","260","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004977","West Watford","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","19.1781","15.5554","23.6554","13.7057","26.4365","<div class=""no-data"">-</div>","365","","Cannot be calculated","Similar","Similar","20220000","","","3y"
"93106","Reception prevalence of overweight (including obesity), 3 years data combined","E10000015","Hertfordshire","E02004985","Welwyn Garden City Central & Handside","Middle Super Output Area","Persons","4-5 yrs","","","2022/23 - 24/25","18.9189","14.8727","26.3479","12.489","30.4562","<div class=""no-data"">-</div>","185","","Cannot be calculated","Similar","Similar","20220000","","","3y"
